sample_token,scene_token,timestamp,cam_front_path,visualization_path,derived_action,reviewed_action,label_correct,trajectory_alignment_correct,agent_alignment_correct,safety_score_reasonable,error_type,review_note,label_rule_version,safety_rule_version,split,action_confidence,selection_reason,has_vru,safety_status,safety_score,safety_penalty,boundary_flags,uncertainty_reason,nearby_agent_count,trajectory_points,trajectory_delta_x_m,trajectory_delta_y_m,trajectory_path_length_m,approx_delta_speed_mps
3d9b4a27209e4624b491f48144be21d6,2fc3753772e241f2ab2cd16a784cc680,1535657114148383,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657114112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/3d9b4a27209e4624b491f48144be21d6_one_page.png,decelerate,decelerate,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,trajectory_speed_proxy_only,14,7,3.8626136348242825,-0.119860299,3.864844791760851,-1.905212348
407969e29bf741f184bf8405af03588e,2fc3753772e241f2ab2cd16a784cc680,1535657111149672,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657111112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/407969e29bf741f184bf8405af03588e_one_page.png,decelerate,decelerate,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,trajectory_speed_proxy_only,13,7,9.59665694017317,-0.546269216,9.612790316791525,-1.588968746
00889f8a9549450aa2f32cf310a3e305,2fc3753772e241f2ab2cd16a784cc680,1535657119649820,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657119612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/00889f8a9549450aa2f32cf310a3e305_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,14,7,-2.82E-05,-0.001962051,0.00199960048170515,-0.000511207
0373e9d8886648779c8a73304919ab5f,2fc3753772e241f2ab2cd16a784cc680,1535657121149429,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657121112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/0373e9d8886648779c8a73304919ab5f_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,16,7,9.454226275151922e-05,-0.001220784,0.0012828980578392531,-0.000267596
236f1ecb6ee7459d918cd011831674d6,e233467e827140efa4b42d2b4c435855,1542801004447480,samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542801004412460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/236f1ecb6ee7459d918cd011831674d6_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,rule_boundary_sample,not_available,not_available,not_available,not_available,all_zero_trajectory,none,19,7,-8.23E-05,-3.34E-05,0.000396008730627047,7.554255465403715e-05
286532245ff646a9915070c8b402e487,2fc3753772e241f2ab2cd16a784cc680,1535657117649169,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657117612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/286532245ff646a9915070c8b402e487_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,16,7,-0.0135622,-0.004034581,0.015862519949992205,-0.02336624
37535cd306954669a2b21578573b93e3,6f83169d067343658251f72e1dd17dbc,1535489309896252,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309862404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/37535cd306954669a2b21578573b93e3_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,rule_boundary_sample,not_available,not_available,not_available,not_available,all_zero_trajectory,none,30,7,6.640726661259959e-07,-3.96E-07,3.0120376296992423e-05,4.752160114044193e-06
bf2938e43c6f487497cda76b51bfc406,cc8c0bf57f984915a77078b10eb33198,1532402936699359,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402936662460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/bf2938e43c6f487497cda76b51bfc406_one_page.png,left_lateral,left_lateral,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,action_top_up_left_lateral,not_available,not_available,not_available,not_available,,none,142,7,11.91023908293231,3.812991694989442,12.7039129533474,-0.185478256
a19a80c905674faab7203a3a4e0f5246,325cef682f064c55a255f2625c533b75,1538984241447959,samples/CAM_FRONT/n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984241412460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/a19a80c905674faab7203a3a4e0f5246_one_page.png,right_lateral,right_lateral,yes,yes,yes,not_available,none,"also accelerating, but lateral action has priority",phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,action_top_up_right_lateral,not_available,not_available,not_available,not_available,,none,62,7,10.50141797833974,-7.682380886,13.4943933195082,1.2369669406637414
17723c0411434e48875a93de4db0ecba,c5224b9b454b4ded9b5d2d2634bbda8a,1538448750047463,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448750012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/17723c0411434e48875a93de4db0ecba_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,18,7,35.688637333298914,-0.545898092,35.69324626880333,0.09108405930633268
19f02e3faab4412988f28d419e1727fa,c5224b9b454b4ded9b5d2d2634bbda8a,1538448751048300,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448751012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/19f02e3faab4412988f28d419e1727fa_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,14,7,35.90951315936946,0.04247995466007737,35.909934297970864,0.08872429168842544
1dba6570f0774b5cb87de6694bb338c0,c5224b9b454b4ded9b5d2d2634bbda8a,1538448759047433,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448759012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/1dba6570f0774b5cb87de6694bb338c0_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,11,7,36.20839657541371,-0.35173206,36.21018878030087,0.216479496183144
21342b260f964064855aa8ad1e741a22,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385107452513,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385107412404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/21342b260f964064855aa8ad1e741a22_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,47,7,26.093537982790362,-0.122007117,26.09407399624861,0.39639505945887166
264c5f3a04744d53a72fd07c1bb6a724,c5224b9b454b4ded9b5d2d2634bbda8a,1538448757048500,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448757012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/264c5f3a04744d53a72fd07c1bb6a724_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,11,7,35.19854943077405,-0.707625272,35.20708735275854,0.28637059242751306
269ccf1fe399403c914e1f649d2a8ca2,c5224b9b454b4ded9b5d2d2634bbda8a,1538448758048230,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448758012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/269ccf1fe399403c914e1f649d2a8ca2_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,10,7,35.7439178393335,-0.625808971,35.75024117892611,0.4605403851130756
2e024439286d469f8f743fe9266c0e56,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385105950634,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385105912404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/2e024439286d469f8f743fe9266c0e56_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,58,7,25.62675846074637,-0.167884692,25.627404736122326,0.34588791353184867
312cd4d3bef1476a9211d3dab50dd0b7,c5224b9b454b4ded9b5d2d2634bbda8a,1538448751548178,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448751512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/312cd4d3bef1476a9211d3dab50dd0b7_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,14,7,35.895518409517045,-0.106693334,35.895951001703324,0.07581097439491025
348c8122f47349429a6cd694dcac86e6,2fc3753772e241f2ab2cd16a784cc680,1535657115148131,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657115112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/348c8122f47349429a6cd694dcac86e6_one_page.png,keep,decelerate,no,yes,yes,not_available,keep_vs_decelerate_confusion,approx_delta_speed_mps < -1.0,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,low,rule_boundary_sample,not_available,not_available,not_available,not_available,insufficient_forward_displacement,keep_vs_decelerate_ambiguity,12,7,1.8315346537214245,-0.059116926,1.8567856866310095,-1.577042834
39bc0a6b3692446d8ba3bde3d6a0774e,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385097901019,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385097862411.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/39bc0a6b3692446d8ba3bde3d6a0774e_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,48,7,24.71810532936472,-0.749975385,24.73034013382365,-0.046858059
3a7aa284dd9d485d8effc20db8cda140,c5224b9b454b4ded9b5d2d2634bbda8a,1538448749047731,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448749012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/3a7aa284dd9d485d8effc20db8cda140_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,14,7,35.682223845373585,-0.33137484,35.684473140810866,-0.10126592
3d22d2c87c5b483a914c7e8125326013,2fc3753772e241f2ab2cd16a784cc680,1535657117149304,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657117112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/3d22d2c87c5b483a914c7e8125326013_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,16,7,0.02693598558016632,-0.006253197,0.056002294426672386,-0.080157403
3e7ed5cf0b4541e4a0e1b109dfea89cf,c5224b9b454b4ded9b5d2d2634bbda8a,1538448759546758,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448759512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/3e7ed5cf0b4541e4a0e1b109dfea89cf_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,10,7,36.332514336222566,-0.242431191,36.333405620507996,0.1624214703570157
447c96d132e9494e8b03050e8dcae124,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385099899436,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385099862404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/447c96d132e9494e8b03050e8dcae124_one_page.png,decelerate,decelerate,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,trajectory_speed_proxy_only,46,7,24.260556349834154,0.08443312426823313,24.26217218522654,-1.717530651
46292fc546f048f29520299220f22798,2fc3753772e241f2ab2cd16a784cc680,1535657122149177,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/46292fc546f048f29520299220f22798_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,rule_boundary_sample,not_available,not_available,not_available,not_available,all_zero_trajectory,none,15,7,2.057627896135254e-05,-0.0008973,0.0009569947644207685,-0.000215817
4786b3c0d0a24c8b86b0676d32dd5919,c5224b9b454b4ded9b5d2d2634bbda8a,1538448754047572,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448754012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/4786b3c0d0a24c8b86b0676d32dd5919_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,13,7,35.900794129427325,-0.0723843,35.90125775365392,-0.214986022
4aaaf68b9f9f45968a4e862eb03e17ea,c5224b9b454b4ded9b5d2d2634bbda8a,1538448752048628,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448752012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/4aaaf68b9f9f45968a4e862eb03e17ea_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,14,7,35.981020911110335,-0.401994303,35.98363153656823,0.05346928984386423
4d8ff5b287bb4e1ba6d0a0f79fc74457,2fc3753772e241f2ab2cd16a784cc680,1535657123648262,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/4d8ff5b287bb4e1ba6d0a0f79fc74457_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,rule_boundary_sample,not_available,not_available,not_available,not_available,all_zero_trajectory,none,15,7,2.039260838253996e-05,-0.000568316,0.0006444693790757007,-0.000148941
4ee219c4638949de9d994bc792fd0a69,c5224b9b454b4ded9b5d2d2634bbda8a,1538448754547448,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448754512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/4ee219c4638949de9d994bc792fd0a69_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,14,7,35.74797155081313,0.0446760285206782,35.748344055123155,-0.38109359
521cde13efcc4f7cb5f93db99cce30f4,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385108451734,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385108412412.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/521cde13efcc4f7cb5f93db99cce30f4_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,47,7,26.471659308940918,0.18041695086827378,26.473489566490272,-0.013421306
576f17c305324ed7bf460f0110617355,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385098900804,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385098862404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/576f17c305324ed7bf460f0110617355_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,44,7,25.312605506765557,-0.448858969,25.316742949380235,0.4136607893492421
59b32981037042eda1fed3c1026fbaba,c5224b9b454b4ded9b5d2d2634bbda8a,1538448758547578,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448758512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/59b32981037042eda1fed3c1026fbaba_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,11,7,35.992337547754516,-0.481341215,35.99586931382835,0.4752491966607959
5c85640c10d9485c86bf6eb44778c002,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385096399680,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385096362404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/5c85640c10d9485c86bf6eb44778c002_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,49,7,25.264231232358583,-0.326485076,25.267830195039487,-0.505617545
5f6cc6483988439a824cec99e28bb5b9,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385094949783,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094912404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/5f6cc6483988439a824cec99e28bb5b9_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,47,7,25.128196840107147,-0.012174995,25.12882080165476,-0.20125495
